cow,date,hour,Walk,Rest,Eat,ACTIVITY_LEVEL,Target
10127,10/2/2013,12,152.378,3170.489,277.132,-588.43655,1
10127,10/2/2013,13,3072.363,29.294,498.342,694.1441,1
10127,10/2/2013,14,258.338,2495.773,845.888,-177.42075,1
10127,10/2/2013,15,59.844,3540.155,0,-804.66061,1
10127,10/2/2013,16,32.845,1997.347,1569.807,205.18433,1
10127,10/2/2013,17,291.891,152.625,3155.483,1336.90167,1
10127,10/2/2013,18,9.376,3590.623,0,-824.34313,1
10127,10/2/2013,19,0,3599.999,0,-827.99977,1
10127,10/2/2013,20,0,3599.999,0,-827.99977,1
10127,10/2/2013,21,0,3599.999,0,-827.99977,1
10127,10/2/2013,22,0,3599.999,0,-827.99977,1
10127,10/2/2013,23,69.028,2287.936,1243.035,6.8939,1
10127,10/2/2013,24,681.684,3.512,2914.803,1332.47894,1
10127,10/3/2013,1,581.222,2301.833,716.944,-135.30959,1
10127,10/3/2013,2,3017.512,582.487,0,348.82991,1
10127,10/3/2013,3,627.891,2632.089,340.019,-362.10993,1
10127,10/3/2013,4,349.801,3250.198,0,-691.57738,1
10127,10/3/2013,5,411.654,2347.835,840.51,-121.12321,1
10127,10/3/2013,6,553.103,0,3046.896,1368.1928,1
10127,10/3/2013,7,107.633,2022.704,1469.662,169.2574,1
10127,10/3/2013,8,503.178,3096.821,0,-631.76035,1
10127,10/3/2013,9,88.983,3511.016,0,-793.2964,1
10127,10/3/2013,10,23.422,3576.577,0,-818.86519,1
10127,10/3/2013,11,28.113,3571.886,0,-817.0357,1
10127,10/3/2013,12,627.846,2972.153,0,-583.13983,1
10127,10/3/2013,13,2369.153,0,1230.846,896.0198,1
10127,10/3/2013,14,546.615,77.418,2975.966,1319.55798,1
10127,10/3/2013,15,386.579,67.937,3145.483,1367.32999,1
10127,10/3/2013,16,327.965,3272.034,0,-700.09342,1
10127,10/3/2013,17,0,3599.999,0,-827.99977,1
10127,10/3/2013,18,0,3599.999,0,-827.99977,1
10127,10/3/2013,19,117.022,2635.504,847.473,-231.50374,1
10127,10/3/2013,20,95.939,277.872,3226.188,1306.43864,1
10127,10/3/2013,21,24.583,3575.416,0,-818.4124,1
10127,10/3/2013,22,11.72,3588.279,0,-823.42897,1
10127,10/3/2013,23,8.196,3591.803,0,-824.80333,1
10127,10/3/2013,24,154.594,3433.697,11.708,-760.09791,1
10127,10/4/2013,1,55.094,3544.905,0,-806.51311,1
10127,10/4/2013,2,3415.661,184.338,0,504.10802,1
10127,10/4/2013,3,2078.418,15.273,1506.308,961.68345,1
10127,10/4/2013,4,116.931,2200.789,1282.279,51.08467,1
10127,10/4/2013,5,52.608,3547.391,0,-807.48265,1
10127,10/4/2013,6,137.993,3462.006,0,-774.1825,1
10127,10/4/2013,7,99.379,3500.62,0,-789.24196,1
10127,10/4/2013,8,57.331,2680.483,862.185,-245.22043,1
10127,10/4/2013,9,561.659,83.126,2955.214,1311.93634,1
10127,10/4/2013,10,268.449,469.834,2861.716,1136.81074,1
10127,10/4/2013,11,110.034,3489.965,0,-785.08651,1
10127,10/4/2013,12,632.84,2967.159,0,-581.19217,1
10127,10/4/2013,13,2195.783,332.117,1072.099,725.21995,1
10127,10/4/2013,14,5.853,3594.146,0,-825.7171,1
10127,10/4/2013,15,0,3599.999,0,-827.99977,1
10127,10/4/2013,16,128.821,432.774,3038.404,1197.20302,1
10127,10/4/2013,17,272.159,65.59,3262.25,1398.60474,1
10127,10/4/2013,18,1546.58,2038.218,15.201,-214.95292,1
10127,10/4/2013,19,171.462,2937.234,491.303,-441.78264,1
10127,10/4/2013,20,0,3599.999,0,-827.99977,1
10127,10/4/2013,21,248.187,1573.65,1778.162,424.59846,1
10127,10/4/2013,22,783.683,1128.863,1687.453,574.48105,1
10127,10/4/2013,23,57.337,3542.662,0,-805.63834,1
10127,10/4/2013,24,697.147,2902.852,0,-556.11244,1
10127,10/5/2013,1,209.544,3390.455,0,-746.27761,1
10127,10/5/2013,2,3163.81,351.667,84.522,460.82543,1
10127,10/5/2013,3,721.764,1928.525,949.71,70.79969,1
10127,10/5/2013,4,227.526,3372.473,0,-739.26463,1
10127,10/5/2013,5,185.216,3413.609,1.174,-755.00243,1
10127,10/5/2013,6,109.047,2298.992,1191.96,-10.69744,1
10127,10/5/2013,7,110.308,29.337,3460.354,1464.25045,1
10127,10/5/2013,8,707.61,1247.803,1644.586,516.94903,1
10127,10/5/2013,9,59.846,3540.153,0,-804.65983,1
10127,10/5/2013,10,15.252,3584.747,0,-822.05149,1
10127,10/5/2013,11,174.018,1897.877,1528.104,233.13485,1
10127,10/5/2013,12,474.942,2.348,3122.709,1386.98846,1
10127,10/5/2013,13,3188.305,370.55,41.144,442.18278,1
10127,10/5/2013,14,1022.041,2577.958,0,-429.40378,1
10127,10/5/2013,15,636.207,2963.792,0,-579.87904,1
10127,10/5/2013,16,192.461,2896.244,511.294,-420.59888,1
10127,10/5/2013,17,405.942,14.074,3179.983,1397.30656,1
10127,10/5/2013,18,740.304,1019.964,1839.731,656.54394,1
10127,10/5/2013,19,520.709,3079.29,0,-624.92326,1
10127,10/5/2013,20,936.861,2663.138,0,-462.62398,1
10127,10/5/2013,21,2027.285,1572.714,0,-37.35862,1
10127,10/5/2013,22,1136.695,2463.304,0,-384.68872,1
10127,10/5/2013,23,1147.67,938.314,1514.015,603.70128,1
10127,10/5/2013,24,2031.38,36.355,1532.264,960.21003,1
10127,10/6/2013,1,1582.812,2017.187,0,-210.70309,1
10127,10/6/2013,2,3277.208,305.155,17.636,461.57475,1
10127,10/6/2013,3,281.43,2722.001,596.568,-330.47287,1
10127,10/6/2013,4,379.793,1653.787,1566.419,338.29185,1
10127,10/6/2013,5,51.549,1646.815,1901.635,428.16709,1
10127,10/6/2013,6,276.777,3323.222,0,-720.05674,1
10127,10/6/2013,7,0,3599.999,0,-827.99977,1
10127,10/6/2013,8,0,3599.999,0,-827.99977,1
10127,10/6/2013,9,162.685,3437.314,0,-764.55262,1
10127,10/6/2013,10,230.629,37.568,3331.802,1427.61684,1
10127,10/6/2013,11,355.835,759.072,2485.092,926.08568,1
10127,10/6/2013,12,15.276,3584.723,0,-822.04213,1
10127,10/6/2013,13,3080.592,370.739,148.668,470.06531,1
10127,10/6/2013,14,28.217,2833.832,737.95,-337.32764,1
10127,10/6/2013,15,0,3599.999,0,-827.99977,1
10127,10/6/2013,16,0,3599.999,0,-827.99977,1
10127,10/6/2013,17,498.94,137.779,2963.28,1292.71883,1
10127,10/6/2013,18,908.947,9.393,2681.659,1269.56791,1
10127,10/6/2013,19,1346.673,1949.305,304.021,-105.18365,1
10127,10/6/2013,20,41.072,3558.927,0,-811.98169,1
10127,10/6/2013,21,774.841,2825.158,0,-525.81178,1
10127,10/6/2013,22,16.987,3583.012,0,-821.37484,1
10127,10/6/2013,23,118.98,3481.019,0,-781.59757,1
10127,10/6/2013,24,199.438,3400.561,0,-750.21895,1
10127,10/7/2013,1,117.416,3482.583,0,-782.20753,1
10127,10/7/2013,2,3222.297,330.56,47.142,459.33836,1
10127,10/7/2013,3,1634.663,55.144,1910.192,1051.1436,1
10127,10/7/2013,4,93.862,0,3506.137,1487.59546,1
10127,10/7/2013,5,238.196,290.252,3071.551,1261.40482,1
10127,10/7/2013,6,312.286,3287.713,0,-706.20823,1
10127,10/7/2013,7,235.917,3364.082,0,-735.99214,1
10127,10/7/2013,8,177.112,2041.751,1381.136,138.81231,1
10127,10/7/2013,9,193.897,239.74,3166.362,1305.75536,1
10127,10/7/2013,10,1664.531,1672.418,263.05,-7.85018,1
10127,10/7/2013,11,439.452,3160.547,0,-656.61349,1
10127,10/7/2013,12,942.556,2657.443,0,-460.40293,1
10127,10/7/2013,13,1605.76,0,1994.239,1094.50198,1
10127,10/7/2013,14,300.31,3254.397,45.292,-681.43907,1
10127,10/7/2013,15,450.463,3149.536,0,-652.3192,1
10127,10/7/2013,16,0,3599.999,0,-827.99977,1
10127,10/7/2013,17,61.082,1369.646,2169.271,605.84836,1
10127,10/7/2013,18,322.053,14.108,3263.838,1419.0956,1
10127,10/7/2013,19,1490.211,1371.455,738.333,233.09897,1
10127,10/7/2013,20,197.155,3402.844,0,-751.10932,1
10127,10/7/2013,21,30.513,3569.486,0,-816.0997,1
10127,10/7/2013,22,0,3599.999,0,-827.99977,1
10127,10/7/2013,23,82.219,3517.78,0,-795.93436,1
10127,10/7/2013,24,949.471,487.402,2163.126,948.32582,1
10127,10/8/2013,1,2249.971,44.597,1305.431,898.01907,1
10127,10/8/2013,2,2397.396,236.22,966.383,735.13362,1
10127,10/8/2013,3,468.991,3131.008,0,-645.09328,1
10127,10/8/2013,4,765.82,2728.129,106.05,-460.39747,1
10127,10/8/2013,5,336.927,0,3263.072,1424.39856,1
10127,10/8/2013,6,397.924,2369.597,832.478,-131.69871,1
10127,10/8/2013,7,554.166,3045.833,0,-611.87503,1
10127,10/8/2013,8,964.48,2635.519,0,-451.85257,1
10127,10/8/2013,9,51.651,3548.348,0,-807.85588,1
10127,10/8/2013,10,184.293,1771.167,1644.539,312.82485,1
10127,10/8/2013,11,614.49,14.096,2971.413,1343.06978,1
10127,10/8/2013,12,1352.366,546.258,1701.375,805.31672,1
10127,10/8/2013,13,2780.823,819.176,0,256.5212,1
10127,10/8/2013,14,0,3599.999,0,-827.99977,1
10127,10/8/2013,15,0,3599.999,0,-827.99977,1
10127,10/8/2013,16,0,3599.999,0,-827.99977,1
10127,10/8/2013,17,135.083,1251.993,2212.923,663.08255,1
10127,10/8/2013,18,1283.88,110.429,2205.69,1106.41193,1
10127,10/8/2013,19,2422.44,456.004,721.555,585.76258,1
10127,10/8/2013,20,119.835,3480.164,0,-781.26412,1
10127,10/8/2013,21,390.676,3209.323,0,-675.63613,1
10127,10/8/2013,22,69.376,3530.623,0,-800.94313,1
10127,10/8/2013,23,136.192,1182.614,2281.193,707.89056,1
10127,10/8/2013,24,544.685,2151.262,904.052,-27.93882,1
10127,10/9/2013,1,235.534,3364.465,0,-736.14151,1
10127,10/9/2013,2,3274.181,325.818,0,448.93082,1
10127,10/9/2013,3,1295.229,289.074,2015.696,987.34194,1
10127,10/9/2013,4,4.699,3595.3,0,-826.16716,1
10127,10/9/2013,5,76.326,3523.673,0,-798.23263,1
10127,10/9/2013,6,10.555,3589.444,0,-823.88332,1
10127,10/9/2013,7,490.516,445,2664.483,1095.21542,1
10127,10/9/2013,8,0,0,3599.999,1511.99958,1
10127,10/9/2013,9,287.819,651.288,2660.892,1013.82944,1
10127,10/9/2013,10,306.082,3293.917,0,-708.62779,1
10127,10/9/2013,11,16.416,3583.583,0,-821.59753,1
10127,10/9/2013,12,179.401,3420.598,0,-758.03338,1
10127,10/9/2013,13,2581.619,312.812,705.568,637.45084,1
10127,10/9/2013,14,409.869,1.178,3188.952,1404.66794,1
10127,10/9/2013,15,1159.061,22.295,2418.643,1196.15197,1
10127,10/9/2013,16,584.152,3015.847,0,-600.18049,1
10127,10/9/2013,17,60.971,3539.028,0,-804.22108,1
10127,10/9/2013,18,134.976,3465.023,0,-775.35913,1
10127,10/9/2013,19,995.916,165.442,2438.641,1145.52412,1
10127,10/9/2013,20,2374.262,813.775,411.962,365.73771,1
10127,10/9/2013,21,1802.696,185.237,1612.066,922.89457,1
10127,10/9/2013,22,83.189,3386.241,130.569,-710.68621,1
10127,10/9/2013,23,21.053,3578.946,0,-819.7891,1
10127,10/9/2013,24,15.223,3584.776,0,-822.0628,1
10127,10/12/2013,1,386.798,3213.201,0,-677.14855,1
10127,10/12/2013,2,3043.391,556.608,0,358.92272,1
10127,10/12/2013,3,3599.999,0,0,575.99984,1
10127,10/12/2013,4,1233.447,3.513,2363.039,1189.01991,1
10127,10/12/2013,5,993.656,483.609,2122.734,939.30317,1
10127,10/12/2013,6,154.602,989.555,2455.842,828.59231,1
10127,10/12/2013,7,25.766,0,3574.233,1505.30042,1
10127,10/12/2013,8,0,0,3599.999,1511.99958,1
10127,10/12/2013,9,58.617,0,3541.382,1496.75916,1
10127,10/12/2013,10,19.936,2577.763,1002.3,-168.72973,1
10127,10/12/2013,11,379.154,3220.845,0,-680.12971,1
10127,10/12/2013,12,561.695,3038.304,0,-608.93872,1
10127,10/12/2013,13,3453.224,146.775,0,518.75759,1
10127,10/12/2013,14,2218.713,64.57,1316.716,893.1637,1
10127,10/12/2013,15,76.241,918.159,2605.599,895.37357,1
10127,10/12/2013,16,91.471,3508.528,0,-792.32608,1
10127,10/12/2013,17,168.884,3431.115,0,-762.13501,1
10127,10/12/2013,18,1049.635,769.183,1781.181,739.12553,1
10127,10/12/2013,19,1181.865,1844.204,573.93,5.98208,1
10127,10/12/2013,20,35.153,3564.846,0,-814.2901,1
10127,10/12/2013,21,858.494,2170.845,570.66,-122.25811,1
10127,10/12/2013,22,648.439,1794.498,1157.062,176.98174,1
10127,10/12/2013,23,676.607,2923.392,0,-564.12304,1
10127,10/12/2013,24,881.629,2718.37,0,-484.16446,1
10127,10/13/2013,1,218.153,3381.846,0,-742.9201,1
10127,10/13/2013,2,3057.388,542.611,0,364.38155,1
10127,10/13/2013,3,2489.585,0,1110.414,864.70748,1
10127,10/13/2013,4,528.677,2136.367,934.955,-14.09499,1
10127,10/13/2013,5,173.466,3426.533,0,-760.34803,1
10127,10/13/2013,6,273.289,3326.71,0,-721.41706,1
10127,10/13/2013,7,219.308,1180.373,2200.318,687.73705,1
10127,10/13/2013,8,783.184,28.138,2788.677,1290.08204,1
10127,10/13/2013,9,905.402,2192.966,501.631,-148.83284,1
10127,10/13/2013,10,315.626,3284.373,0,-704.90563,1
10127,10/13/2013,11,122.013,3477.986,0,-780.4147,1
10127,10/13/2013,12,469.155,3130.844,0,-645.02932,1
10127,10/13/2013,13,3107.392,492.607,0,383.88311,1
10127,10/13/2013,14,2783.455,0,816.544,788.30128,1
10127,10/13/2013,15,369.611,107.99,3122.398,1345.70722,1
10127,10/13/2013,16,195.493,2129.781,1274.725,76.81375,1
10127,10/13/2013,17,38.131,3561.868,0,-813.12868,1
10127,10/13/2013,18,1615.146,677.832,1307.021,651.47082,1
10127,10/13/2013,19,1567.07,0,2032.929,1104.56138,1
10127,10/13/2013,20,552.623,2591.615,455.761,-316.23215,1
10127,10/13/2013,21,114.807,3485.192,0,-783.22504,1
10127,10/13/2013,22,18.775,3581.224,0,-820.67752,1
10127,10/13/2013,23,286.362,3313.637,0,-716.31859,1
10127,10/13/2013,24,801.909,2798.09,0,-515.25526,1
10127,10/14/2013,1,548.194,3051.805,0,-614.20411,1
10127,10/14/2013,2,3074.256,525.743,0,370.96007,1
10127,10/14/2013,3,2536.815,1063.184,0,161.35808,1
10127,10/14/2013,4,2046.829,1553.17,0,-29.73646,1
10127,10/14/2013,5,133.699,3466.3,0,-775.85716,1
10127,10/14/2013,6,373.367,3226.632,0,-682.38664,1
10127,10/14/2013,7,2180.378,1419.621,0,22.34765,1
10127,10/14/2013,8,398.62,82.095,3119.284,1354.99663,1
10127,10/14/2013,9,994.994,664.283,1940.722,821.51719,1
10127,10/14/2013,10,635.258,682.83,2281.911,902.993,1
10127,10/14/2013,11,39.956,3560.043,0,-812.41693,1
10127,10/14/2013,12,211.479,3388.52,0,-745.52296,1
10127,10/14/2013,13,3599.999,0,0,575.99984,1
10127,10/14/2013,14,1531.734,105.939,1962.326,1044.88839,1
10127,10/14/2013,15,1380.75,523.754,1695.495,812.56448,1
10127,10/14/2013,16,0,3599.999,0,-827.99977,1
10127,10/14/2013,17,30.456,3569.543,0,-816.12193,1
10127,10/14/2013,18,0,3599.999,0,-827.99977,1
10127,10/14/2013,19,0,3599.999,0,-827.99977,1
10127,10/14/2013,20,0,3599.999,0,-827.99977,1
10127,10/14/2013,21,53.61,3546.389,0,-807.09187,1
10127,10/14/2013,22,378.581,0,3221.418,1413.56852,1
10127,10/14/2013,23,1142.053,913.862,1544.084,621.0555,1
10127,10/14/2013,24,702.941,2323.622,573.436,-181.11938,1
10127,10/15/2013,1,182.923,3417.076,0,-756.6598,1
10127,10/15/2013,2,2802.812,797.187,0,265.09691,1
10127,10/15/2013,3,2449.054,168.002,982.943,766.04424,1
10127,10/15/2013,4,2047.37,43.348,1509.281,951.50718,1
10127,10/15/2013,5,899.118,1390.927,1309.954,374.12635,1
10127,10/15/2013,6,786.156,2813.843,0,-521.39893,1
10127,10/15/2013,7,407.135,3192.864,0,-669.21712,1
10127,10/15/2013,8,585.693,3014.306,0,-599.5795,1
10127,10/15/2013,9,1278.952,2321.047,0,-329.20849,1
10127,10/15/2013,10,932.758,1092.403,1574.838,559.42055,1
10127,10/15/2013,11,1576.326,1861.846,161.827,-108.04508,1
10127,10/15/2013,12,907.645,2692.354,0,-474.01822,1
10127,10/15/2013,13,3599.999,0,0,575.99984,1
10127,10/15/2013,14,2362.625,220.863,1016.511,754.15613,1
10127,10/15/2013,15,1258.202,15.245,2326.552,1174.95781,1
10127,10/15/2013,16,409.652,2492.181,698.166,-214.42759,1
10127,10/15/2013,17,196.561,3403.438,0,-751.34098,1
10127,10/15/2013,18,340.957,1443.827,1815.215,484.86321,1
10127,10/15/2013,19,815.831,17.571,2766.597,1288.46237,1
10127,10/15/2013,20,1698.54,1182.388,719.071,301.82698,1
10127,10/15/2013,21,1248.593,2351.406,0,-341.0485,1
10127,10/15/2013,22,2834.773,765.226,0,277.5617,1
10127,10/15/2013,23,826.039,2768.108,5.852,-502.04076,1
10127,10/15/2013,24,435.752,3164.247,0,-658.05649,1
10127,10/16/2013,1,533.899,3066.1,0,-619.77916,1
10127,10/16/2013,2,2880.788,719.211,0,295.50755,1
10127,10/16/2013,3,1607.595,50.489,1941.915,1061.20703,1
10127,10/16/2013,4,395.983,3204.016,0,-673.5664,1
10127,10/16/2013,5,55.141,3544.858,0,-806.49478,1
10127,10/16/2013,6,0,3599.999,0,-827.99977,1
10127,10/16/2013,7,0,3599.999,0,-827.99977,1
10127,10/16/2013,8,1586.806,1435.947,577.246,166.06447,1
10127,10/16/2013,9,0,0,3599.999,1511.99958,1
10127,10/16/2013,10,1087.173,2362.236,150.59,-306.1188,1
10127,10/16/2013,11,96.33,3503.669,0,-790.43107,1
10127,10/16/2013,12,180.765,3261.95,157.284,-655.26682,1
10127,10/16/2013,13,3599.999,0,0,575.99984,1
10127,10/16/2013,14,2641.031,76.547,882.421,775.57597,1
10127,10/16/2013,15,474.254,360.182,2765.563,1154.57524,1
10127,10/16/2013,16,127.961,1756.834,1715.204,336.78762,1
10127,10/16/2013,17,100.993,3499.006,0,-788.6125,1
10127,10/16/2013,18,1020.24,1184.875,1394.884,476.56843,1
10127,10/16/2013,19,759.59,2840.409,0,-531.75967,1
10127,10/16/2013,20,86.728,3513.271,0,-794.17585,1
10127,10/16/2013,21,256.679,3343.32,0,-727.89496,1
10127,10/16/2013,22,110.086,3466.491,23.422,-769.84193,1
10127,10/16/2013,23,248.094,3350.735,1.17,-730.48261,1
10127,10/16/2013,24,78.408,3519.251,2.34,-795.89965,1
10127,10/17/2013,1,53.84,3546.159,0,-807.00217,1
10127,10/17/2013,2,2897.619,702.38,0,302.07164,1
10127,10/17/2013,3,2210.576,4.701,1384.722,934.19417,1
10127,10/17/2013,4,695.57,0,2904.429,1331.15138,1
10127,10/17/2013,5,1082.334,8.189,2509.476,1225.26989,1
10127,10/17/2013,6,1828.45,1771.549,0,-114.90427,1
10127,10/17/2013,7,937.823,2662.176,0,-462.2488,1
10127,10/17/2013,8,650.055,2272.629,677.315,-134.22357,1
10127,10/17/2013,9,559.11,1326.699,1714.19,504.27663,1
10127,10/17/2013,10,207.797,3392.202,0,-746.95894,1
10127,10/17/2013,11,246.754,3353.245,0,-731.76571,1
10127,10/17/2013,12,797.832,1149.619,1652.548,557.31091,1
10127,10/17/2013,13,3542.431,0,57.568,590.96752,1
10127,10/17/2013,14,1589.403,2010.596,0,-208.1326,1
10127,10/17/2013,15,478.625,3121.374,0,-641.33602,1
10127,10/17/2013,16,138.347,1516.687,1944.965,490.18281,1
10127,10/17/2013,17,1545.963,12.503,2041.533,1101.92225,1
10127,10/17/2013,18,2768.052,439.635,392.312,506.54331,1
10127,10/17/2013,19,1198.952,820.342,1580.705,667.04976,1
10127,10/17/2013,20,1361.369,2238.63,0,-297.06586,1
10127,10/17/2013,21,219.164,3380.835,0,-742.52581,1
10127,10/17/2013,22,899.231,2700.768,0,-477.29968,1
10127,10/17/2013,23,707.377,2892.622,0,-552.12274,1
10127,10/17/2013,24,1427.664,2172.335,0,-271.21081,1
10127,10/18/2013,1,1257.28,2342.719,0,-337.66057,1
10127,10/18/2013,2,2463.483,1136.516,0,132.7586,1
10127,10/18/2013,3,2235.061,16.437,1348.501,920.19967,1
10127,10/18/2013,4,768.339,153.196,2678.464,1212.65404,1
10127,10/18/2013,5,2504.142,37.411,1058.446,836.60551,1
10127,10/18/2013,6,1072.049,1045.387,1482.563,553.76529,1
10127,10/18/2013,7,575.406,3024.593,0,-603.59143,1
10127,10/18/2013,8,854.538,258.083,2487.378,1122.06575,1
10127,10/18/2013,9,1512.219,1510.265,577.515,137.15039,1
10127,10/18/2013,10,576.633,3023.366,0,-603.1129,1
10127,10/18/2013,11,430.746,3169.253,0,-660.00883,1
10127,10/18/2013,12,186.896,3413.103,0,-755.11033,1
10127,10/18/2013,13,3390.196,209.803,0,494.17667,1
10127,10/18/2013,14,1666.617,808.083,1125.299,553.42521,1
10127,10/18/2013,15,521.764,453.699,2624.536,1081.43659,1
10127,10/18/2013,16,1961.272,95.693,1543.034,939.86841,1
10127,10/18/2013,17,515.153,3083.675,1.171,-626.32895,1
10127,10/18/2013,18,17.57,3582.429,0,-821.14747,1
10127,10/18/2013,19,9.365,3590.634,0,-824.34742,1
10127,10/18/2013,20,69.028,3530.971,0,-801.07885,1
10127,10/18/2013,21,45.647,3554.352,0,-810.19744,1
10127,10/18/2013,22,295.778,7.015,3297.206,1430.53755,1
10127,10/18/2013,23,539.646,1774.487,1285.866,218.27507,1
10127,10/18/2013,24,410.862,3189.137,0,-667.76359,1
10127,10/19/2013,1,122.587,3477.412,0,-780.19084,1
10127,10/19/2013,2,3311.403,288.596,0,463.4474,1
10127,10/19/2013,3,3074.214,51.634,474.151,679.14184,1
10127,10/19/2013,4,1336.562,16.368,2247.069,1153.85426,1
10127,10/19/2013,5,1149.531,1824.995,625.473,26.87477,1
10127,10/19/2013,6,475.131,3124.868,0,-642.69868,1
10127,10/19/2013,7,70.062,3529.937,0,-800.67559,1
10127,10/19/2013,8,334.218,3265.781,0,-697.65475,1
10127,10/19/2013,9,431.423,756.206,2412.37,908.2957,1
10127,10/19/2013,10,869.633,106.379,2623.987,1216.74865,1
10127,10/19/2013,11,575.751,3024.248,0,-603.45688,1
10127,10/19/2013,12,436.289,3163.71,0,-657.84706,1
10127,10/19/2013,13,3024.963,575.036,0,351.7358,1
10127,10/19/2013,14,3195.155,0,404.844,681.25928,1
10127,10/19/2013,15,760.424,1.172,2838.403,1313.52754,1
10127,10/19/2013,16,931.333,891.128,1777.538,690.6198,1
10127,10/19/2013,17,0,3599.999,0,-827.99977,1
10127,10/19/2013,18,0,3599.999,0,-827.99977,1
10127,10/19/2013,19,0,3599.999,0,-827.99977,1
10127,10/19/2013,20,30.462,3131.266,438.271,-531.24344,1
10127,10/19/2013,21,510.996,0,3089.003,1379.14062,1
10127,10/19/2013,22,1306.659,2293.34,0,-318.40276,1
10127,10/19/2013,23,0,3599.999,0,-827.99977,1
10127,10/19/2013,24,11.709,3588.29,0,-823.43326,1
10127,10/20/2013,1,176.769,3423.23,0,-759.05986,1
10127,10/20/2013,2,2799.312,800.687,0,263.73191,1
10127,10/20/2013,3,3599.999,0,0,575.99984,1
10127,10/20/2013,4,3582.977,7.049,9.973,575.84371,1
10127,10/20/2013,5,513.453,0,3086.546,1378.5018,1
10127,10/20/2013,6,876.15,1343.302,1380.547,411.05428,1
10127,10/20/2013,7,80.821,3519.178,0,-796.47958,1
10127,10/20/2013,8,212.141,3387.858,0,-745.26478,1
10127,10/20/2013,9,448.737,3151.262,0,-652.99234,1
10127,10/20/2013,10,360.973,3239.026,0,-687.2203,1
10127,10/20/2013,11,370.177,258.556,2971.266,1247.69216,1
10127,10/20/2013,12,993.164,0,2606.835,1253.77694,1
10127,10/20/2013,13,3237.959,49.177,312.863,638.16519,1
10127,10/20/2013,14,2257.52,256.256,1086.223,758.47798,1
10127,10/20/2013,15,29.304,3570.695,0,-816.57121,1
10127,10/20/2013,16,55.148,1657.131,1887.72,420.52595,1
10127,10/20/2013,17,1510.737,636.279,1452.983,705.62661,1
10127,10/20/2013,18,2394.326,234.356,971.317,737.14342,1
10127,10/20/2013,19,828.176,1308.607,1463.216,446.07927,1
10127,10/20/2013,20,856.25,2743.749,0,-494.06227,1
10127,10/20/2013,21,708.54,1198.826,1692.633,548.54228,1
10127,10/20/2013,22,592.202,2909.62,98.177,-533.22594,1
10127,10/20/2013,23,784.263,2815.736,0,-522.1372,1
10127,10/20/2013,24,637.882,2469.666,492.451,-259.13264,1
10127,10/21/2013,1,1723.978,696.191,1179.83,611.24115,1
10127,10/21/2013,2,2837.293,762.706,0,278.5445,1
10127,10/21/2013,3,2222.685,1377.314,0,38.84738,1
10127,10/21/2013,4,1758.005,1841.994,0,-142.37782,1
10127,10/21/2013,5,19.92,32.136,3547.943,1485.93198,1
10127,10/21/2013,6,1539.074,1599.097,461.828,72.42729,1
10127,10/21/2013,7,582.048,3017.951,0,-601.00105,1
10127,10/21/2013,8,650.421,2949.578,0,-574.33558,1
10127,10/21/2013,9,236.934,3363.065,0,-735.59551,1
