cow,date,hour,Walk,Rest,Eat,ACTIVITY_LEVEL,Target
7163,3/8/2015,4,2.374,3597.625,0,-827.07391,1
7163,3/8/2015,5,159.198,3440.801,0,-765.91255,1
7163,3/8/2015,6,1723.359,673.333,1203.307,626.25979,1
7163,3/8/2015,7,172.884,0,3427.115,1467.04974,1
7163,3/8/2015,8,537.574,0,3062.425,1372.23034,1
7163,3/8/2015,9,1117.724,1586.863,875.865,181.72065,1
7163,3/8/2015,10,677.1,1896.573,1021.586,101.19033,1
7163,3/8/2015,11,19.012,3580.987,0,-820.58509,1
7163,3/8/2015,12,30.341,3569.658,0,-816.16678,1
7163,3/8/2015,13,621.659,1985.097,993.243,60.05519,1
7163,3/8/2015,14,2069.409,20.234,1507.974,959.8007,1
7163,3/8/2015,15,1692.907,384.301,1522.791,822.04811,1
7163,3/8/2015,16,84.569,0,3515.43,1490.01164,1
7163,3/8/2015,17,764.722,2229.504,564.746,-153.23708,1
7163,3/8/2015,18,93.633,2673.154,833.212,-249.8951,1
7163,3/8/2015,19,1239.461,1105.535,1255.003,471.14197,1
7163,3/8/2015,20,220.031,3379.968,0,-742.18768,1
7163,3/8/2015,21,80.568,3519.431,0,-796.57825,1
7163,3/8/2015,22,211.396,619.432,2769.171,1054.40582,1
7163,3/8/2015,23,662.96,1595.179,1258.977,267.95277,1
7163,3/8/2015,24,0,3599.999,0,-827.99977,1
7163,3/9/2015,1,12.421,3587.578,0,-823.15558,0
7163,3/9/2015,2,119.451,3480.548,0,-781.41388,0
7163,3/9/2015,3,56.185,3543.814,0,-806.08762,0
7163,3/9/2015,4,79.88,3520.119,0,-796.84657,0
7163,3/9/2015,5,88.735,3511.264,0,-793.39312,0
7163,3/9/2015,6,1220.166,968.471,1411.362,565.25027,0
7163,3/9/2015,7,1704.319,0,1895.68,1068.87664,0
7163,3/9/2015,8,3224.493,0,375.506,673.6314,0
7163,3/9/2015,9,262.34,0,3336.472,1443.29264,0
7163,3/9/2015,10,1464.329,951.514,1184.156,512.78994,0
7163,3/9/2015,11,111.578,3488.421,0,-784.48435,0
7163,3/9/2015,12,27.327,3572.672,0,-817.34224,0
7163,3/9/2015,13,239.985,917.341,2442.673,853.33183,0
7163,3/9/2015,14,814.136,34.447,2720.541,1264.96617,0
7163,3/9/2015,15,2794.05,0,805.949,785.54658,0
7163,3/9/2015,16,147.234,0,3452.765,1473.71874,0
7163,3/9/2015,17,556.168,2502.764,539.884,-259.89756,0
7163,3/9/2015,18,975.093,715.613,1896.237,787.84343,0
7163,3/9/2015,19,612.041,2397.853,524.328,-233.36187,0
7163,3/9/2015,20,151.018,3448.981,0,-769.10275,0
7163,3/9/2015,21,52.091,3547.908,0,-807.68428,0
7163,3/9/2015,22,433.273,3166.726,0,-659.0233,0
7163,3/9/2015,23,17.172,3582.827,0,-821.30269,0
7163,3/9/2015,24,44.943,3555.056,0,-810.472,0
7163,3/10/2015,1,571.668,1038.26,1990.071,688.4969,0
7163,3/10/2015,2,731.232,1958.812,906.409,47.16214,0
7163,3/10/2015,3,342.893,3255.926,1.18,-693.5045,0
7163,3/10/2015,4,0,3599.999,0,-827.99977,0
7163,3/10/2015,5,0,3599.999,0,-827.99977,0
7163,3/10/2015,6,1452.868,579.344,1567.787,757.6803,0
7163,3/10/2015,7,270.871,1308.999,2020.129,590.72377,0
7163,3/10/2015,8,47.35,3552.649,0,-809.53327,0
7163,3/10/2015,9,262.34,0,3336.472,1443.29264,0
7163,3/10/2015,10,548.647,1915.285,479.828,-151.20427,0
7163,3/10/2015,11,16.023,3583.976,0,-821.7508,0
7163,3/10/2015,12,29.105,3570.894,0,-816.64882,0
7163,3/10/2015,13,238.29,1031.753,2329.956,779.40473,0
7163,3/10/2015,14,1018.138,2429.769,152.092,-332.06615,0
7163,3/10/2015,15,2179.497,602.733,817.769,553.55391,0
7163,3/10/2015,16,770.421,35.716,2752.778,1271.21944,0
7163,3/10/2015,17,361.974,338.129,2873.746,1187.11949,0
7163,3/10/2015,18,301.128,3298.871,0,-710.55985,0
7163,3/10/2015,19,43.275,3556.724,0,-811.12252,0
7163,3/10/2015,20,0,3599.999,0,-827.99977,0
7163,3/10/2015,21,546.639,3013.098,39.076,-589.13838,0
7163,3/10/2015,22,946.916,330.717,2322.366,1050.83537,0
7163,3/10/2015,23,270.251,3329.748,0,-722.60188,0
7163,3/10/2015,24,16.566,3583.433,0,-821.53903,0
7163,3/11/2015,1,259.717,3340.282,0,-726.71014,1
7163,3/11/2015,2,26.625,3573.374,0,-817.61602,1
7163,3/11/2015,3,46.752,3553.247,0,-809.76649,1
7163,3/11/2015,4,0,3599.999,0,-827.99977,1
7163,3/11/2015,5,0,3599.999,0,-827.99977,1
7163,3/11/2015,6,1563.5,377.995,1658.504,859.79283,1
7163,3/11/2015,7,464.473,750.18,2385.346,903.6196,1
7163,3/11/2015,8,438.266,2413.43,748.303,-170.67908,1
7163,3/11/2015,9,387.908,3200.251,11.84,-669.01965,1
7163,3/11/2015,10,25.527,2445.442,0,-558.36734,1
7163,3/11/2015,11,342.013,2151.515,1076.764,12.11451,1
7163,3/11/2015,12,780.351,2775.668,15.449,-507.0589,1
7163,3/11/2015,13,337.284,1347.764,1914.951,548.25914,1
7163,3/11/2015,14,1493.673,1758.946,347.38,-19.6703,1
7163,3/11/2015,15,2510.503,928.877,160.619,255.49875,1
7163,3/11/2015,16,444.078,0,3155.921,1396.5393,1
7163,3/11/2015,17,623.566,972.911,1955.326,697.23795,1
7163,3/11/2015,18,0,3599.999,0,-827.99977,1
7163,3/11/2015,19,340.301,1858.143,1379.029,206.26745,1
7163,3/11/2015,20,548.84,3051.159,0,-613.95217,1
7163,3/11/2015,21,0,3599.999,0,-827.99977,1
7163,3/11/2015,22,700.394,472.065,2427.54,1023.05489,1
7163,3/11/2015,23,0,3599.999,0,-827.99977,1
7163,3/11/2015,24,0,3599.999,0,-827.99977,1
7163,3/12/2015,1,604.859,2995.14,0,-592.10476,0
7163,3/12/2015,2,410.099,3189.9,0,-668.06116,0
7163,3/12/2015,3,300.578,3299.421,0,-710.77435,0
7163,3/12/2015,4,29.584,3570.415,0,-816.46201,0
7163,3/12/2015,5,46.144,3553.855,0,-810.00361,0
7163,3/12/2015,6,1425.536,509.371,1665.092,810.26907,0
7163,3/12/2015,7,887.605,7.684,2678.104,1265.05316,0
7163,3/12/2015,8,93.712,3506.287,0,-791.45209,0
7163,3/12/2015,9,387.908,3200.251,11.84,-669.01965,0
7163,3/12/2015,10,272.242,7.111,3237.72,1401.76559,0
7163,3/12/2015,11,1758.827,453.426,1387.746,759.97766,0
7163,3/12/2015,12,468.354,3131.645,0,-645.34171,0
7163,3/12/2015,13,243.337,1785.119,1571.543,288.40461,0
7163,3/12/2015,14,831.563,627.305,2086.356,865.03945,0
7163,3/12/2015,15,1893.406,1350.33,356.263,141.99952,0
7163,3/12/2015,16,2852.93,63.631,683.438,728.87763,0
7163,3/12/2015,17,565.524,0,2888.638,1303.7118,0
7163,3/12/2015,18,69.264,3530.735,0,-800.98681,0
7163,3/12/2015,19,573.677,751.951,2274.371,874.07541,0
7163,3/12/2015,20,165.42,3432.208,2.371,-761.94482,0
7163,3/12/2015,21,4.735,3595.264,0,-826.15312,0
7163,3/12/2015,22,0,3599.999,0,-827.99977,0
7163,3/12/2015,23,30.174,3569.825,0,-816.23191,0
7163,3/12/2015,24,73.363,3526.636,0,-799.3882,0
7163,3/13/2015,1,0,3599.999,0,-827.99977,0
7163,3/13/2015,2,450.629,692.378,2456.992,944.79034,0
7163,3/13/2015,3,846.653,2607.283,111.174,-417.51753,0
7163,3/13/2015,4,44.337,3555.662,0,-810.70834,0
7163,3/13/2015,5,16.56,3583.439,0,-821.54137,0
7163,3/13/2015,6,704.576,398.844,2496.579,1069.56122,0
7163,3/13/2015,7,3066.254,48.543,485.202,683.22059,0
7163,3/13/2015,8,1022.152,879.022,1685.808,669.40862,0
7163,3/13/2015,9,1064.993,2478.243,56.763,-375.75655,0
7163,3/13/2015,10,154.162,0,3445.837,1471.91746,0
7163,3/13/2015,11,678.21,2324.173,575.75,-184.23119,0
7163,3/13/2015,12,280.543,3319.456,0,-718.588,0
7163,3/13/2015,13,199.226,628.235,2772.538,1051.84807,0
7163,3/13/2015,14,1346.318,2023.725,229.956,-153.46435,0
7163,3/13/2015,15,1707.978,1167.471,724.55,309.06915,0
7163,3/13/2015,16,636.63,254.441,2685.266,1171.15109,0
7163,3/13/2015,17,146.004,3453.995,0,-771.05821,0
7163,3/13/2015,18,0,3599.999,0,-827.99977,0
7163,3/13/2015,19,0,3599.999,0,-827.99977,0
7163,3/13/2015,20,328.768,3271.231,0,-699.78025,0
7163,3/13/2015,21,502.402,3097.597,0,-632.06299,0
7163,3/13/2015,22,67.963,143.245,1061.805,423.88583,0
7163,3/13/2015,23,244.112,0,3355.887,1448.53046,0
7163,3/13/2015,24,1194.575,75.758,2329.666,1152.16738,0
7163,3/14/2015,1,125.828,3474.171,0,-778.92685,1
7163,3/14/2015,2,80.383,3519.616,0,-796.6504,1
7163,3/14/2015,3,0,3599.999,0,-827.99977,1
7163,3/14/2015,4,4.73,3595.269,0,-826.15507,1
7163,3/14/2015,5,94.553,3505.446,0,-791.1241,1
7163,3/14/2015,6,1333.889,1266.158,999.952,342.18574,1
7163,3/14/2015,7,49.045,0,3550.954,1499.24788,1
7163,3/14/2015,8,882.932,1577.316,1119.656,248.74196,1
7163,3/14/2015,9,670.281,1422.004,1507.714,413.42392,1
7163,3/14/2015,10,118.781,3481.218,0,-781.67518,1
7163,3/14/2015,11,13.007,3586.992,0,-822.92704,1
7163,3/14/2015,12,1018.472,2581.527,0,-430.79569,1
7163,3/14/2015,13,364.269,2099.891,1135.839,52.36049,1
7163,3/14/2015,14,662.189,36.722,2753.59,1254.01198,1
7163,3/14/2015,15,1711.082,508.655,1380.262,736.49251,1
7163,3/14/2015,16,442.431,0,3157.568,1396.96752,1
7163,3/14/2015,17,483.631,2829.969,265.075,-462.18041,1
7163,3/14/2015,18,459.701,3140.298,0,-648.71638,1
7163,3/14/2015,19,91.023,3508.976,0,-792.5008,1
7163,3/14/2015,20,48.462,3551.537,0,-809.09959,1
7163,3/14/2015,21,5.317,3594.682,0,-825.92614,1
7163,3/14/2015,22,604.592,1052.261,1892.324,649.49077,1
7163,3/14/2015,23,561.638,0,3038.361,1365.9737,1
7163,3/14/2015,24,272.451,3327.548,0,-721.74388,1
7163,3/15/2015,1,59.608,3540.391,0,-804.75265,1
7163,3/15/2015,2,54.955,3545.044,0,-806.56732,1
7163,3/15/2015,3,90.425,3509.574,0,-792.73402,1
7163,3/15/2015,4,0,3599.999,0,-827.99977,1
7163,3/15/2015,5,192.529,3405.696,0,-752.50544,1
7163,3/15/2015,6,1530.448,1002.786,985.811,428.27152,1
7163,3/15/2015,7,98.729,0,3501.27,1486.33004,1
7163,3/15/2015,8,91.634,0,3508.365,1488.17474,1
7163,3/15/2015,9,277.81,888.963,2433.226,861.94303,1
7163,3/15/2015,10,299.726,3223.999,76.274,-661.52853,1
7163,3/15/2015,11,833.328,2618.808,147.863,-406.8909,1
7163,3/15/2015,12,142.587,2942.475,514.937,-437.68179,1
7163,3/15/2015,13,252.111,981.724,2362.615,806.83954,1
7163,3/15/2015,14,1134.691,1193.823,1229.435,423.33397,1
7163,3/15/2015,15,1535.812,278.837,1785.35,931.44441,1
7163,3/15/2015,16,649.177,10.072,2809.864,1281.69464,1
7163,3/15/2015,17,223.616,3376.383,0,-740.78953,1
7163,3/15/2015,18,18.347,3581.652,0,-820.84444,1
7163,3/15/2015,19,59.713,3540.286,0,-804.7117,1
7163,3/15/2015,20,21.278,3571.045,7.676,-814.71195,1
7163,3/15/2015,21,34.277,3456.959,108.763,-743.93579,1
7163,3/15/2015,22,90.496,2253.368,1256.135,23.78142,1
7163,3/15/2015,23,638.525,2296.768,641.643,-156.60258,1
7163,3/15/2015,24,0,3599.999,0,-827.99977,1
7163,3/16/2015,1,65.616,3534.383,0,-802.40953,1
7163,3/16/2015,2,180.279,3419.72,0,-757.69096,1
7163,3/16/2015,3,40.179,3559.82,0,-812.32996,1
7163,3/16/2015,4,50.258,3549.741,0,-808.39915,1
7163,3/16/2015,5,25.412,3574.587,0,-818.08909,1
7163,3/16/2015,6,1717.933,717.398,1164.668,599.0283,1
7163,3/16/2015,7,677.031,356.008,2566.96,1104.56632,1
7163,3/16/2015,8,2413.215,634.455,468.359,436.90053,1
7163,3/16/2015,9,1503.15,0,2096.849,1121.18058,1
7163,3/16/2015,10,1011.324,0,2468.582,1198.61628,1
7163,3/16/2015,11,734.368,998.01,1867.621,672.3574,1
7163,3/16/2015,12,316.494,3282.323,1.182,-703.79881,1
7163,3/16/2015,13,293.235,1293.769,2012.995,594.80863,1
7163,3/16/2015,14,1191.403,390.259,2018.337,948.56645,1
7163,3/16/2015,15,1797.666,21.91,1780.423,1030.36492,1
7163,3/16/2015,16,1027.669,0,2572.33,1244.80564,1
7163,3/16/2015,17,261.184,1415.209,1923.606,524.20589,1
7163,3/16/2015,18,231.031,3023.143,344.64,-513.60913,1
7163,3/16/2015,19,211.331,1578.344,1810.324,431.12992,1
7163,3/16/2015,20,18.326,3581.673,0,-820.85263,1
7163,3/16/2015,21,400.643,3199.356,0,-671.749,1
7163,3/16/2015,22,305.607,3293.207,1.185,-708.04279,1
7163,3/16/2015,23,239.996,3360.003,0,-734.40133,1
7163,3/16/2015,24,229.319,1895.115,1461.381,214.59461,1
7163,3/17/2015,1,666.423,903.082,2030.494,751.7263,0
7163,3/17/2015,2,194.358,3405.641,0,-752.20015,0
7163,3/17/2015,3,43.468,3556.531,0,-811.04725,0
7163,3/17/2015,4,46.318,3553.681,0,-809.93575,0
7163,3/17/2015,5,82.694,3517.305,0,-795.74911,0
7163,3/17/2015,6,1534.526,448.165,1617.308,821.71557,0
7163,3/17/2015,7,78.626,0,3521.373,1491.55682,0
7163,3/17/2015,8,2215.324,735.413,607.853,440.60511,0
7163,3/17/2015,9,4.146,3595.853,0,-826.38283,0
7163,3/17/2015,10,1138.591,790.307,1671.101,702.26637,0
7163,3/17/2015,11,73.869,0,3496.494,1480.34652,0
7163,3/17/2015,12,367.862,1888.026,1332.257,184.15988,0
7163,3/17/2015,13,216.697,1217.046,2166.256,664.57846,0
7163,3/17/2015,14,2240.835,56.966,1302.198,892.35458,0
7163,3/17/2015,15,2453.443,1013.249,119.65,209.75661,0
7163,3/17/2015,16,158.407,59.383,3382.209,1432.21481,0
7163,3/17/2015,17,55.175,3544.824,0,-806.48152,0
7163,3/17/2015,18,732.301,1077.73,1776.326,615.34718,0
7163,3/17/2015,19,286.747,3256.967,42.663,-685.30443,0
7163,3/17/2015,20,0,3599.999,0,-827.99977,0
7163,3/17/2015,21,273.238,3326.761,0,-721.43695,0
7163,3/17/2015,22,275.085,3324.914,0,-720.71662,0
7163,3/17/2015,23,47.345,3552.654,0,-809.53522,0
7163,3/17/2015,24,62.734,3537.265,0,-803.53351,0
7163,3/18/2015,1,0,3599.999,0,-827.99977,1
7163,3/18/2015,2,178.191,3421.808,0,-758.50528,1
7163,3/18/2015,3,83.36,3516.639,0,-795.48937,1
7163,3/18/2015,4,47.958,3552.041,0,-809.29615,1
7163,3/18/2015,5,0,3599.999,0,-827.99977,1
7163,3/18/2015,6,1571.555,280.699,1747.745,920.94093,1
7163,3/18/2015,7,553.287,0,3046.712,1368.14496,1
7163,3/18/2015,8,217.097,3373.426,9.476,-737.17254,1
7163,3/18/2015,9,1301.625,1665.271,596.366,75.72139,1
7163,3/18/2015,10,315.169,1312.661,1972.169,576.82599,1
7163,3/18/2015,11,0,3599.999,0,-827.99977,1
7163,3/18/2015,12,367.862,1888.026,1332.257,184.15988,1
7163,3/18/2015,13,0,0,750.35,315.147,1
7163,3/18/2015,14,1064.88,1044.156,1447.002,537.96576,1
7163,3/18/2015,15,2088.784,1257.873,253.342,151.29829,1
7163,3/18/2015,16,324.567,0,3275.432,1427.61216,1
7163,3/18/2015,17,1114.293,2149.421,302.426,-189.06103,1
7163,3/18/2015,18,236.574,3347.788,15.637,-725.57186,1
7163,3/18/2015,19,393.45,1598.46,1608.089,370.70358,1
7163,3/18/2015,20,13.836,3586.163,0,-822.60373,1
7163,3/18/2015,21,76.781,3523.218,0,-798.05518,1
7163,3/18/2015,22,77.568,3522.431,0,-797.74825,1
7163,3/18/2015,23,225.75,3353.508,20.741,-726.47562,1
7163,3/18/2015,24,39.101,3560.898,0,-812.75038,1
7163,3/19/2015,1,138.005,2319.336,1142.658,-31.45012,0
7163,3/19/2015,2,268.07,806.752,2525.177,917.91258,0
7163,3/19/2015,3,0,3599.999,0,-827.99977,0
7163,3/19/2015,4,100.578,3499.421,0,-788.77435,0
7163,3/19/2015,5,204.784,3395.215,0,-748.13401,0
7163,3/19/2015,6,1579.231,565.469,1455.299,733.84467,0
7163,3/19/2015,7,1000.163,369.314,2230.522,1011.9031,0
7163,3/19/2015,8,0,3599.999,0,-827.99977,0
7163,3/19/2015,9,363.011,3236.988,0,-686.42548,0
7163,3/19/2015,10,1247.45,1845.875,506.674,-12.15617,0
7163,3/19/2015,11,477.279,1032.651,2079.381,712.19493,0
7163,3/19/2015,12,0,3599.999,0,-827.99977,0
7163,3/19/2015,13,299.803,1804.927,1495.269,260.84825,0
7163,3/19/2015,14,453.855,1159.029,1980.585,637.88583,0
7163,3/19/2015,15,1801.324,1684.943,111.352,-52.55721,0
7163,3/19/2015,16,61.19,0,3538.809,1496.09018,0
7163,3/19/2015,17,759.231,586.906,2237.235,926.12728,0
7163,3/19/2015,18,21.918,3578.081,0,-819.45175,0
7163,3/19/2015,19,7.702,3592.297,0,-824.99599,0
7163,3/19/2015,20,0,3599.999,0,-827.99977,0
7163,3/19/2015,21,280.221,3200.837,99.977,-649.36681,0
7163,3/19/2015,22,217.518,0,3382.481,1455.4449,0
7163,3/19/2015,23,1143.117,468.732,1944.346,891.71568,0
7163,3/19/2015,24,334.528,3265.471,0,-697.53385,0
7163,3/20/2015,1,84.662,3515.337,0,-794.98159,1
7163,3/20/2015,2,75.169,3524.83,0,-798.68386,1
7163,3/20/2015,3,314.952,3285.047,0,-705.16849,1
7163,3/20/2015,4,390.31,3209.689,0,-675.77887,1
7163,3/20/2015,5,15.39,3584.609,0,-821.99767,1
7163,3/20/2015,6,2163.892,91.897,1344.21,889.65461,1
